filename,exec_size,max_mem_kb,avg_time_sec
235.c,16K,1304,.007024891
236.c,16K,1296,.002691213
237.c,16K,1420,.004289711
238.c,16K,1316,.002635228
239.c,16K,1268,.001759529
24.c,16K,1676,.001298996
240.c,16K,1332,.022894605
241.c,16K,1268,.007656768
242.c,16K,1344,.002818497
243.c,16K,1368,.001471961
244.c,16K,1356,.002966015
245.c,16K,1352,.002343911
246.c,16K,1352,.001451517
247.c,16K,1424,.003844611
248.c,16K,1360,.002657143
249.c,16K,1352,.006280544
25.c,16K,1580,.002170195
250.c,16K,1300,.002147627
251.c,16K,1428,.004332112
252.c,16K,1368,.001849074
253.c,16K,1344,.038315979
254.c,16K,1300,.007046527
255.c,16K,1316,.001872771
256.c,16K,1272,.005387576
257.c,16K,1352,.002063563
258.c,16K,1320,.004247825
259.c,16K,1364,.006377862
26.c,16K,1576,.001387766
260.c,16K,1340,.007220412
261.c,16K,1340,.010052690
262.c,16K,1420,.007658552
263.c,16K,1356,.001269842
264.c,16K,1364,.001278449
265.c,16K,1312,.034137762
266.c,16K,1360,.010350171
267.c,16K,1268,.003991597
268.c,16K,1336,.012691675
269.c,16K,1360,.004232795
27.c,16K,1604,.001347765
270.c,16K,1352,.004002209
271.c,16K,1364,.004872154
272.c,16K,1340,.004626761
273.c,16K,1296,.005773362
274.c,16K,1352,.003955379
275.c,16K,1360,.001956634
276.c,16K,1300,.002123555
277.c,16K,1312,.013862733
278.c,16K,1352,.005152978
279.c,16K,1316,.014580704
28.c,16K,1616,.001329741
280.c,16K,1352,.001322918
281.c,16K,1344,.004967288
282.c,16K,1304,.006117902
283.c,16K,1300,.003062930
284.c,16K,1360,.001541513
285.c,16K,1344,.005667560
286.c,16K,1316,.015199046
287.c,16K,1432,.001493964
288.c,16K,1304,.005867061
289.c,16K,1352,.074879623
29.c,16K,1596,.001156001
290.c,16K,1360,.004713406
291.c,16K,1356,.006120654
292.c,16K,1348,.006388394
293.c,16K,1348,.004186878
294.c,16K,1352,.004019578
295.c,16K,1300,.005379919
296.c,16K,1420,.005984816
297.c,16K,1348,.004099745
298.c,16K,1420,.068149524
299.c,16K,1352,.001400637
3.c,16K,1596,.002259539
30.c,16K,1592,.001794455
300.c,16K,1312,.001427863
31.c,16K,1600,.001497083
32.c,16K,2284,.001639013
33.c,16K,1720,.001806765
34.c,16K,1644,.001523180
35.c,16K,1600,.001366538
36.c,16K,1532,.001374170
37.c,16K,1620,.001353627
38.c,16K,1716,.001379505
39.c,16K,1728,.001324842
4.c,16K,1612,.001433938
40.c,16K,1612,.001589960
41.c,16K,1572,.001642484
42.c,16K,1596,.001540071
43.c,16K,1608,.001962903
44.c,16K,1572,.001675671
45.c,16K,1696,.001680650
46.c,16K,1580,.001693089
47.c,16K,1612,.001642542
48.c,16K,1616,.001610982
49.c,16K,1600,.001476102
5.c,16K,1728,.001598428
50.c,16K,1728,.001578581
51.c,16K,1616,.001431482
52.c,16K,1644,.001378525
53.c,16K,1596,.001391800
54.c,16K,2252,.001349998
55.c,16K,1672,.001328173
56.c,16K,1604,.001296076
57.c,16K,1604,.001340744
58.c,16K,1716,.001351275
59.c,16K,1604,.001256909
6.c,16K,1704,.001332301
60.c,16K,1720,.001330024
61.c,16K,1728,.001393228
62.c,16K,1572,.001466922
63.c,16K,1608,.001261045
64.c,16K,1612,.001374745
65.c,17K,1572,.001344068
66.c,16K,1672,.001282791
67.c,16K,1608,.001283757
68.c,16K,1576,.001292060
69.c,16K,1616,.001264885
7.c,16K,1692,.001390197
70.c,16K,1724,.001267955
71.c,16K,1368,.001283591
72.c,16K,1524,.001178739
73.c,16K,1596,.001304823
74.c,16K,1644,.001312635
75.c,16K,1676,.001311105
76.c,16K,1520,.001244303
77.c,16K,1672,.001332117
78.c,16K,1608,.001290279
79.c,16K,1600,.001352407
8.c,16K,1608,.001463599
80.c,16K,1576,.001351057
81.c,16K,1356,.001509691
82.c,16K,1616,.001330687
83.c,16K,1604,.001378263
84.c,16K,1716,.001522146
85.c,16K,1336,.001196845
86.c,16K,1576,.001090093
87.c,16K,1612,.000991061
88.c,16K,1608,.000981831
89.c,16K,1404,.000996686
9.c,17K,1716,.001113725
90.c,16K,1648,.001007640
91.c,16K,1676,.001031945
92.c,16K,1604,.001082639
93.c,16K,1672,.001074457
94.c,16K,1596,.001047457
95.c,16K,1416,.001058518
96.c,16K,1576,.001024373
97.c,16K,1644,.001076623
98.c,16K,1648,.001108607
99.c,16K,1644,.001185393
