filename,exec_size,max_mem_kb,avg_time_sec
237.c,16K,1420,.003471255
238.c,16K,1304,.002266702
239.c,16K,1300,.001477243
24.c,16K,1608,.001051122
240.c,16K,1348,.018764458
241.c,16K,1296,.006525440
242.c,16K,1352,.002455336
243.c,16K,1340,.001300287
244.c,16K,1296,.002626384
245.c,16K,1356,.001768375
246.c,16K,1344,.001067225
247.c,16K,1268,.002885013
248.c,16K,1356,.002174247
249.c,16K,1356,.004765819
25.c,16K,1648,.001178260
250.c,16K,1268,.001330907
251.c,16K,1552,.002394118
252.c,16K,1308,.001118723
253.c,16K,1356,.030391457
254.c,16K,1356,.005977487
255.c,16K,1368,.001580421
256.c,16K,1316,.003987778
257.c,16K,1348,.001582839
258.c,16K,1344,.003536224
259.c,16K,1352,.004897448
26.c,16K,1604,.001069049
260.c,16K,1344,.005441225
261.c,16K,1352,.008155820
262.c,16K,1320,.006986499
263.c,16K,1356,.001209488
264.c,16K,1372,.001153959
265.c,16K,1420,.026962244
266.c,16K,1356,.008301008
267.c,16K,1300,.003357088
268.c,16K,1300,.010156436
269.c,16K,1264,.003501847
27.c,16K,1600,.001064706
270.c,16K,1268,.003033122
271.c,16K,1268,.003617267
272.c,16K,1332,.003508410
273.c,16K,1304,.004398086
274.c,16K,1348,.002673788
275.c,16K,1368,.001269958
276.c,16K,1300,.001461730
277.c,16K,1356,.010818941
278.c,16K,1336,.004022585
279.c,16K,1340,.010462056
28.c,16K,1720,.001032376
280.c,16K,1300,.001047585
281.c,16K,1300,.003795190
282.c,16K,1364,.004608840
283.c,16K,1304,.002418063
284.c,16K,1344,.001088269
285.c,16K,1332,.004526617
286.c,16K,1332,.012534618
287.c,16K,1364,.001276230
288.c,16K,1300,.003816962
289.c,16K,1300,.067945589
29.c,16K,1524,.001111508
290.c,16K,1340,.004272367
291.c,16K,1296,.003841473
292.c,16K,1336,.003996319
293.c,16K,1348,.002949272
294.c,16K,1352,.003111573
295.c,16K,1364,.003847077
296.c,16K,1316,.004068317
297.c,16K,1340,.002807219
298.c,16K,1348,.055199619
299.c,16K,1360,.001347278
3.c,16K,1676,.001153184
30.c,16K,1604,.001208359
300.c,16K,1264,.001108924
31.c,16K,1600,.001058518
32.c,16K,2148,.001146696
33.c,16K,1608,.001094054
34.c,16K,1604,.001086039
35.c,16K,1576,.001114506
36.c,16K,1532,.001066532
37.c,16K,1600,.001100742
38.c,16K,1728,.001069941
39.c,16K,1520,.001070343
4.c,16K,1608,.001123264
40.c,16K,1620,.001176657
41.c,16K,1608,.001196092
42.c,16K,1644,.001240535
43.c,16K,1652,.001164898
44.c,16K,1604,.001139324
45.c,16K,1660,.001010756
46.c,16K,1616,.001070307
47.c,16K,1604,.001083479
48.c,16K,1604,.001032580
49.c,16K,1592,.001038166
5.c,16K,1744,.001053131
50.c,16K,1612,.001190641
51.c,16K,1520,.001066551
52.c,16K,1592,.001017957
53.c,16K,1592,.001056118
54.c,16K,2236,.001051419
55.c,16K,1600,.001039476
56.c,16K,1580,.001103229
57.c,16K,1728,.001079034
58.c,16K,1604,.001084717
59.c,16K,1676,.001096213
6.c,16K,1640,.001135147
60.c,16K,1600,.000991200
61.c,16K,1672,.001011509
62.c,16K,1728,.001008394
63.c,16K,1608,.001102193
64.c,16K,1724,.001041908
65.c,17K,1580,.001129898
66.c,16K,1672,.001211592
67.c,16K,1600,.001186358
68.c,16K,1676,.001114328
69.c,16K,1524,.001032148
7.c,16K,1664,.001371737
70.c,16K,1720,.001187929
71.c,16K,1400,.001076016
72.c,16K,1644,.001001057
73.c,16K,1520,.001013146
74.c,16K,1600,.001000234
75.c,16K,1600,.001082183
76.c,16K,1520,.001127148
77.c,16K,1728,.001196063
78.c,16K,1612,.001062663
79.c,16K,1652,.001030092
8.c,16K,1576,.001097503
80.c,16K,1596,.001067778
81.c,16K,1300,.001070095
82.c,16K,1672,.001087202
83.c,16K,1644,.001025316
84.c,16K,1600,.000998350
85.c,16K,1416,.001053351
86.c,16K,1608,.001039974
87.c,16K,1716,.001148835
88.c,16K,1592,.001222434
89.c,16K,1484,.001239664
9.c,17K,1604,.001187070
90.c,16K,1520,.001068293
91.c,16K,1724,.001123536
92.c,16K,1608,.001129068
93.c,16K,1604,.001132848
94.c,16K,1592,.001099113
95.c,16K,1364,.001072567
96.c,16K,1616,.001032962
97.c,16K,1600,.001035512
98.c,16K,1728,.001209062
99.c,16K,1604,.001066477
