filename,exec_size,max_mem_kb,avg_time_sec
188.c,16K,4992,.016134521
189.c,16K,1280,.009652363
19.c,16K,1408,.008893676
190.c,16K,1280,.009341820
191.c,16K,20736,.032632354
192.c,16K,1152,.009525116
193.c,16K,1152,.009087400
194.c,16K,1152,.009831697
195.c,17K,9088,.034679724
196.c,16K,1152,.009816514
197.c,16K,5376,.016109713
198.c,16K,5120,.026335465
199.c,16K,4992,.029468153
2.c,16K,1408,.010143176
20.c,16K,1408,.009343436
200.c,16K,1408,.010421678
201.c,16K,3328,.017169228
202.c,16K,1280,.009253488
203.c,17K,2048,.020469759
204.c,16K,1792,.010119496
205.c,16K,1152,.009651179
206.c,16K,1408,.010128724
207.c,16K,1152,.009526677
208.c,16K,1408,.011532282
209.c,16K,1280,.010258579
21.c,16K,1408,.009122996
210.c,16K,1152,.009278130
211.c,16K,1152,.010064957
212.c,16K,1152,.009834371
213.c,16K,1152,.010860349
214.c,16K,1152,.009967552
215.c,16K,1152,.011379544
216.c,16K,1152,.010678420
217.c,16K,1152,.011466631
218.c,16K,1152,.010870414
219.c,16K,1152,.010281680
22.c,16K,1408,.009280290
220.c,16K,1152,.010201113
221.c,16K,1152,.011595721
222.c,16K,1152,.010819316
223.c,16K,1152,.008779586
224.c,16K,1152,.013232162
225.c,16K,1152,.011060168
226.c,16K,1152,.011628278
227.c,16K,1152,.011207435
228.c,16K,1408,.011498050
229.c,16K,1152,.014008244
23.c,16K,1408,.010072828
230.c,16K,1152,.017353087
231.c,16K,1152,.012056907
232.c,16K,1152,.010255838
233.c,16K,1152,.016324758
234.c,16K,1152,.009400877
235.c,16K,1152,.014671126
236.c,16K,1152,.010594356
237.c,16K,1152,.012427722
238.c,16K,1152,.010623447
239.c,16K,1152,.009998028
24.c,16K,1408,.009876744
240.c,16K,1152,.029258163
241.c,16K,1152,.018044912
242.c,16K,1152,.012557665
243.c,16K,1152,.010493268
244.c,16K,1152,.011645100
245.c,16K,1152,.010592978
246.c,16K,1152,.009394093
247.c,16K,1152,.011563290
248.c,16K,1152,.010971418
249.c,16K,1152,.025121717
25.c,16K,1408,.009347338
250.c,16K,1152,.009402368
251.c,16K,1408,.012656182
252.c,16K,1152,.009667779
253.c,16K,1152,.039027628
254.c,16K,1152,.015236618
255.c,16K,1152,.010417493
256.c,16K,1152,.012793859
257.c,16K,1152,.012342965
258.c,16K,1152,.012810497
259.c,16K,1152,.014386288
26.c,16K,1408,.009120235
260.c,16K,1152,.016663697
261.c,16K,1152,.017021572
262.c,16K,1152,.015574925
263.c,16K,1152,.010221815
264.c,16K,1152,.010906947
265.c,16K,1152,.101423370
266.c,16K,1152,.017667415
267.c,16K,1152,.011485253
268.c,16K,1152,.020328016
269.c,16K,1152,.012913297
27.c,16K,1408,.009747670
270.c,16K,1152,.013107102
271.c,16K,1152,.012179307
272.c,16K,1152,.011897610
273.c,16K,1152,.012130626
274.c,16K,1152,.011057184
275.c,16K,1152,.009192538
276.c,16K,1152,.010041986
277.c,16K,1152,.021983281
278.c,16K,1152,.013455361
279.c,16K,1152,.018374533
28.c,16K,1408,.011061320
280.c,16K,1152,.009504404
281.c,16K,1152,.013752149
282.c,16K,1152,.014345057
283.c,16K,1152,.011493608
284.c,16K,1152,.009395645
285.c,16K,1152,.013746545
286.c,16K,1152,.028433684
287.c,16K,1152,.009749460
288.c,16K,1152,.013893218
289.c,16K,1152,.076642663
29.c,16K,1408,.009503609
290.c,16K,1152,.013921230
291.c,16K,1152,.012661463
292.c,16K,1152,.013987631
293.c,16K,1152,.012565210
294.c,16K,1152,.012181277
295.c,16K,1152,.012227792
296.c,16K,1152,.014855193
297.c,16K,1152,.011207191
298.c,16K,1152,.074186059
299.c,16K,1152,.010125852
3.c,16K,1408,.010335778
30.c,16K,1408,.009183174
300.c,16K,1152,.008635236
31.c,16K,1408,.009222466
32.c,16K,2048,.009072684
33.c,16K,1408,.008907347
34.c,16K,1408,.008736764
35.c,16K,1408,.009052390
36.c,16K,1408,.008679005
37.c,16K,1408,.008917273
38.c,16K,1408,.008943198
39.c,16K,1408,.009942272
4.c,16K,1408,.016320750
40.c,16K,1408,.009750719
41.c,16K,1408,.009278453
42.c,16K,1408,.008799733
43.c,16K,1408,.009365441
44.c,16K,1408,.009377890
45.c,16K,1536,.009724843
46.c,16K,1408,.009120932
47.c,16K,1408,.009131439
48.c,16K,1408,.009962814
49.c,16K,1408,.009197439
5.c,16K,1536,.017823626
50.c,16K,1408,.009373732
51.c,16K,1408,.009572661
52.c,16K,1408,.059630519
53.c,16K,1408,.009715697
54.c,16K,2048,.009747504
55.c,16K,1408,.009205389
56.c,16K,1408,.009477318
57.c,16K,1408,.009715739
58.c,16K,1408,.010377868
59.c,16K,1408,.009339335
6.c,16K,1536,.016827266
60.c,16K,1408,.009958852
61.c,16K,1408,.009356363
62.c,16K,1408,.009920968
63.c,16K,1408,.009653819
64.c,16K,1408,.009749556
65.c,17K,1408,.009993332
66.c,16K,1408,.009412395
67.c,16K,1408,.009690742
68.c,16K,1408,.009437812
69.c,16K,1408,.009553969
7.c,16K,1536,.016501671
70.c,16K,1408,.009651951
71.c,16K,1280,.009921436
72.c,16K,1408,.010198069
73.c,16K,1408,.010859073
74.c,16K,1408,.009750561
75.c,16K,1408,.009622031
76.c,16K,1408,.010178392
77.c,16K,1408,.009508491
78.c,16K,1408,.009249209
79.c,16K,1408,.009021373
8.c,16K,1408,.023576133
80.c,16K,1408,.009642530
81.c,16K,1152,.009983174
82.c,16K,1408,.010076620
83.c,16K,1408,.009437828
84.c,16K,1408,.009537277
85.c,16K,1280,.009629984
86.c,16K,1408,.009347980
87.c,16K,1408,.009378094
88.c,16K,1408,.009077571
89.c,16K,1280,.009840041
9.c,17K,1408,.015925851
90.c,16K,1408,.009575407
91.c,16K,1408,.011111765
92.c,16K,1408,.009311549
93.c,16K,1408,.009648343
94.c,16K,1408,.009697127
95.c,16K,1280,.008847593
96.c,16K,1408,.009498457
97.c,16K,1408,.009693783
98.c,16K,1408,.009786198
99.c,16K,1408,.009376053
