filename,exec_size,max_mem_kb,avg_time_sec
188.c,16K,4908,.002431700
189.c,16K,1424,.001271103
19.c,16K,1576,.001275955
190.c,16K,1412,.001378759
191.c,16K,20792,.012610899
192.c,16K,1292,.001201633
193.c,16K,1328,.001307196
194.c,16K,1312,.001276699
195.c,17K,9172,.026697465
196.c,16K,1292,.001264478
197.c,16K,5680,.004277130
198.c,16K,5200,.019600348
199.c,16K,4876,.022573971
2.c,16K,1576,.001157112
20.c,16K,1724,.001181594
200.c,16K,1728,.002660757
201.c,16K,3420,.007806847
202.c,16K,1412,.001243688
203.c,17K,2016,.012440064
204.c,16K,1948,.001585577
205.c,16K,1300,.001566327
206.c,16K,1568,.001912279
207.c,16K,1344,.001290904
208.c,16K,1728,.002465468
209.c,16K,1444,.001266509
21.c,16K,1724,.001449635
210.c,16K,1292,.001686491
211.c,16K,1352,.001587028
212.c,16K,1316,.001402837
213.c,16K,1420,.003091102
214.c,16K,1264,.001301162
215.c,16K,1360,.003786271
216.c,16K,1296,.002531814
217.c,16K,1332,.003422157
218.c,16K,1304,.001839211
219.c,16K,1352,.001957424
22.c,16K,1728,.001323366
220.c,16K,1348,.002400344
221.c,16K,1344,.002872770
222.c,16K,1320,.001698054
223.c,16K,1324,.001458234
224.c,16K,1340,.007090537
225.c,16K,1348,.003208218
226.c,16K,1340,.002972265
227.c,16K,1424,.002024134
228.c,16K,1560,.001964601
229.c,16K,1296,.004718571
23.c,16K,1600,.001305322
230.c,16K,1296,.010386943
231.c,16K,1320,.003468516
232.c,16K,1344,.001794966
233.c,16K,1360,.003062159
234.c,16K,1316,.001291797
235.c,16K,1364,.006810104
236.c,16K,1336,.002644226
237.c,16K,1316,.004091282
238.c,16K,1356,.002852821
239.c,16K,1360,.001735200
24.c,16K,1600,.001280823
240.c,16K,1352,.022733340
241.c,16K,1352,.007804493
242.c,16K,1316,.002676154
243.c,16K,1344,.001372485
244.c,16K,1332,.002912408
245.c,16K,1304,.002095403
246.c,16K,1352,.001220298
247.c,16K,1336,.003311609
248.c,16K,1360,.002428586
249.c,16K,1424,.005574512
25.c,16K,1616,.001377257
250.c,16K,1360,.001651657
251.c,16K,1472,.002855079
252.c,16K,1352,.001225093
253.c,16K,1352,.030921279
254.c,16K,1352,.006206300
255.c,16K,1344,.001538110
256.c,16K,1340,.004092321
257.c,16K,1360,.001505315
258.c,16K,1352,.003594112
259.c,16K,1428,.004887189
26.c,16K,1600,.001136180
260.c,16K,1344,.005497381
261.c,16K,1316,.007808476
262.c,16K,1420,.006624247
263.c,16K,1348,.001164037
264.c,16K,1316,.001012989
265.c,16K,1296,.027326277
266.c,16K,1344,.008398624
267.c,16K,1268,.003380645
268.c,16K,1344,.010182978
269.c,16K,1296,.003557708
27.c,16K,1608,.001037407
270.c,16K,1336,.003262589
271.c,16K,1304,.003735641
272.c,16K,1296,.003473370
273.c,16K,1360,.004441900
274.c,16K,1316,.002594452
275.c,16K,1372,.001389147
276.c,16K,1320,.001516700
277.c,16K,1316,.010723021
278.c,16K,1352,.004069227
279.c,16K,1344,.010695208
28.c,16K,1596,.000991262
280.c,16K,1296,.001028588
281.c,16K,1264,.003770387
282.c,16K,1352,.004444495
283.c,16K,1336,.002281321
284.c,16K,1352,.001073113
285.c,16K,1360,.004374848
286.c,16K,1336,.012396050
287.c,16K,1324,.001141789
288.c,16K,1352,.003773513
289.c,16K,1340,.065763304
29.c,16K,1576,.001028296
290.c,16K,1340,.004402644
291.c,16K,1296,.003806021
292.c,16K,1320,.004041366
293.c,16K,1340,.002902103
294.c,16K,1340,.002893791
295.c,16K,1300,.003528880
296.c,16K,1296,.003909047
297.c,16K,1424,.002806818
298.c,16K,1316,.056473070
299.c,16K,1344,.001190977
3.c,16K,1532,.001055166
30.c,16K,1616,.001108631
300.c,16K,1356,.001093990
31.c,16K,1724,.001059083
32.c,16K,2136,.001096453
33.c,16K,1608,.001014147
34.c,16K,1608,.001110739
35.c,16K,1612,.001106297
36.c,16K,1552,.001118399
37.c,16K,1608,.001019997
38.c,16K,1572,.001027594
39.c,16K,1572,.001084566
4.c,16K,1724,.001106405
40.c,16K,1604,.001003834
41.c,16K,1576,.001059634
42.c,16K,1612,.001088164
43.c,16K,1644,.001055057
44.c,16K,1648,.000994143
45.c,16K,1716,.001104926
46.c,16K,1660,.001124266
47.c,16K,1612,.001074929
48.c,16K,1724,.001098514
49.c,16K,1724,.001017311
5.c,16K,1644,.001073126
50.c,16K,1608,.001023725
51.c,16K,1596,.001013856
52.c,16K,1608,.001070385
53.c,16K,1648,.001064546
54.c,16K,2248,.001035270
55.c,16K,1672,.001057299
56.c,16K,1596,.001011245
57.c,16K,1612,.000985622
58.c,16K,1648,.001010088
59.c,16K,1612,.001050560
6.c,16K,1700,.001184220
60.c,16K,1612,.001096889
61.c,16K,1520,.001062399
62.c,16K,1616,.001004851
63.c,16K,1644,.001021615
64.c,16K,1592,.001056789
65.c,17K,1576,.001076400
66.c,16K,1616,.001078778
67.c,16K,1524,.001008475
68.c,16K,1616,.001011222
69.c,16K,1520,.000993545
7.c,16K,1696,.001152846
70.c,16K,1576,.001359007
71.c,16K,1420,.001076446
72.c,16K,1592,.001162019
73.c,16K,1524,.001087924
74.c,16K,1520,.001053070
75.c,16K,1724,.001186829
76.c,16K,1716,.001048062
77.c,16K,1604,.001067693
78.c,16K,1524,.001114340
79.c,16K,1728,.001078005
8.c,16K,1608,.001172981
80.c,16K,1616,.001080550
81.c,16K,1364,.001131812
82.c,16K,1612,.001064237
83.c,16K,1616,.000979292
84.c,16K,1596,.001043783
85.c,16K,1420,.001081495
86.c,16K,1592,.001020412
87.c,16K,1612,.001023638
88.c,16K,1644,.001037657
89.c,16K,1380,.001036956
9.c,17K,1672,.001237578
90.c,16K,1600,.001121323
91.c,16K,1600,.001012850
92.c,16K,1604,.001024111
93.c,16K,1644,.001143557
94.c,16K,1604,.001155724
95.c,16K,1428,.001050969
96.c,16K,1672,.001075138
97.c,16K,1520,.001117548
98.c,16K,1720,.001177147
99.c,16K,1612,.001104884
