filename,exec_size,max_mem_kb,avg_time_sec
169.c,16K,1280,.010103685
17.c,16K,1408,.009876487
170.c,16K,1152,.009965372
171.c,16K,1152,.010029102
172.c,16K,1280,.009931280
173.c,16K,1152,.021279922
174.c,16K,1280,.010455132
175.c,16K,1152,.010193790
176.c,16K,1152,.009995224
177.c,16K,4992,.014426393
178.c,16K,1152,.009606746
179.c,16K,1152,.010239780
18.c,16K,1408,.010546036
180.c,16K,1152,.010199631
181.c,16K,4224,.013170159
182.c,16K,13184,.049201769
183.c,16K,8996,.068727758
184.c,16K,8960,.025450221
185.c,16K,1152,.011126348
186.c,16K,1280,.010158451
187.c,16K,1280,.009976121
188.c,16K,4992,.014376289
189.c,16K,1280,.010184728
19.c,16K,1408,.009227445
190.c,16K,1280,.010021333
191.c,16K,20736,.035717336
192.c,16K,1152,.010133738
193.c,16K,1152,.010085502
194.c,16K,1152,.009798946
195.c,17K,9088,.036069998
196.c,16K,1152,.011261840
197.c,16K,5376,.016531125
198.c,16K,5120,.069740394
199.c,16K,4992,.029918331
2.c,16K,1408,.009845692
20.c,16K,1408,.010636417
200.c,16K,1408,.011937513
201.c,16K,3328,.017501196
202.c,16K,1280,.009900282
203.c,17K,2048,.020377672
204.c,16K,1792,.010916121
205.c,16K,1152,.010488618
206.c,16K,1408,.010617929
207.c,16K,1152,.011277641
208.c,16K,1408,.011580800
209.c,16K,1280,.010456883
21.c,16K,1408,.010141017
210.c,16K,1152,.009810671
211.c,16K,1152,.009613849
212.c,16K,1152,.009934146
213.c,16K,1152,.011422645
214.c,16K,1152,.010305000
215.c,16K,1152,.012472886
216.c,16K,1152,.011047066
217.c,16K,1152,.012223310
218.c,16K,1152,.009923105
219.c,16K,1152,.011272427
22.c,16K,1408,.010062552
220.c,16K,1152,.011005070
221.c,16K,1152,.011663476
222.c,16K,1152,.010481697
223.c,16K,1152,.010085747
224.c,16K,1152,.013649720
225.c,16K,1152,.012749293
226.c,16K,1152,.011424374
227.c,16K,1152,.010483305
228.c,16K,1408,.011561935
229.c,16K,1152,.013655841
23.c,16K,1408,.009764696
230.c,16K,1152,.018154611
231.c,16K,1152,.012404890
232.c,16K,1152,.010918426
233.c,16K,1152,.016331976
234.c,16K,1152,.009812002
235.c,16K,1152,.014452807
236.c,16K,1152,.011339673
237.c,16K,1152,.013188285
238.c,16K,1152,.010997998
239.c,16K,1152,.009940020
24.c,16K,1408,.009570844
240.c,16K,1152,.030162629
241.c,16K,1152,.017812435
242.c,16K,1152,.012636137
243.c,16K,1152,.009571277
244.c,16K,1152,.011560715
245.c,16K,1152,.010702403
246.c,16K,1152,.009628242
247.c,16K,1152,.011682394
248.c,16K,1152,.010899018
249.c,16K,1152,.026405716
25.c,16K,1408,.010442809
250.c,16K,1152,.010574099
251.c,16K,1408,.012683080
252.c,16K,1152,.011188859
253.c,16K,1152,.037525182
254.c,16K,1152,.014423809
255.c,16K,1152,.010876272
256.c,16K,1152,.012588127
257.c,16K,1152,.011739565
258.c,16K,1152,.013048645
259.c,16K,1152,.014336205
26.c,16K,1408,.009987557
260.c,16K,1152,.016651424
261.c,16K,1152,.018069565
262.c,16K,1152,.015755688
263.c,16K,1152,.009899551
264.c,16K,1152,.010209333
265.c,16K,1152,.052127441
266.c,16K,1152,.017522425
267.c,16K,1152,.011960104
268.c,16K,1152,.020024844
269.c,16K,1152,.012916168
27.c,16K,1408,.009822705
270.c,16K,1152,.012399066
271.c,16K,1152,.012518728
272.c,16K,1152,.011976788
273.c,16K,1152,.012915588
274.c,16K,1152,.011798208
275.c,16K,1152,.010372691
276.c,16K,1152,.009880139
277.c,16K,1152,.022790982
278.c,16K,1152,.015554311
279.c,16K,1152,.019364993
28.c,16K,1408,.010009234
280.c,16K,1152,.009023934
281.c,16K,1152,.013250450
282.c,16K,1152,.013570066
283.c,16K,1152,.010518753
284.c,16K,1152,.009550204
285.c,16K,1152,.013492394
286.c,16K,1152,.027298101
287.c,16K,1152,.009439734
288.c,16K,1152,.014286563
289.c,16K,1152,.077520422
29.c,16K,1408,.010104001
290.c,16K,1152,.014103468
291.c,16K,1152,.013563233
292.c,16K,1152,.014454245
293.c,16K,1152,.013314841
294.c,16K,1152,.012433753
295.c,16K,1152,.012514361
296.c,16K,1152,.015839956
297.c,16K,1152,.012205993
298.c,16K,1152,.073340547
299.c,16K,1152,.010273765
3.c,16K,1408,.011154287
30.c,16K,1408,.009755207
300.c,16K,1152,.010464946
31.c,16K,1408,.010383436
32.c,16K,1920,.010626827
33.c,16K,1408,.009903705
34.c,16K,1408,.009823450
35.c,16K,1408,.010331422
36.c,16K,1408,.010404127
37.c,16K,1408,.009523149
38.c,16K,1408,.009741941
39.c,16K,1408,.009757062
4.c,16K,1408,.017944198
40.c,16K,1408,.009663916
41.c,16K,1408,.009592044
42.c,16K,1408,.009836482
43.c,16K,1408,.010200721
44.c,16K,1408,.009889737
45.c,16K,1536,.011309536
46.c,16K,1408,.010301714
47.c,16K,1408,.010555209
48.c,16K,1408,.009917284
49.c,16K,1408,.010040372
5.c,16K,1536,.018016564
50.c,16K,1408,.011157763
51.c,16K,1408,.010326583
52.c,16K,1408,.009912238
53.c,16K,1408,.010040705
54.c,16K,2048,.010322161
55.c,16K,1408,.009524509
56.c,16K,1408,.009758015
57.c,16K,1408,.008807293
58.c,16K,1408,.009583289
59.c,16K,1408,.010187658
6.c,16K,1536,.017380159
60.c,16K,1408,.010018376
61.c,16K,1408,.009547286
62.c,16K,1408,.010207601
63.c,16K,1408,.010071021
64.c,16K,1408,.009818321
65.c,17K,1408,.009468829
66.c,16K,1408,.010160834
67.c,16K,1408,.010315442
68.c,16K,1408,.009958123
69.c,16K,1408,.009680827
7.c,16K,1536,.017065036
70.c,16K,1408,.009717543
71.c,16K,1280,.009683983
72.c,16K,1408,.009772507
73.c,16K,1408,.009922143
74.c,16K,1408,.010283642
75.c,16K,1408,.010379617
76.c,16K,1408,.009654451
77.c,16K,1408,.009619500
78.c,16K,1408,.010277679
79.c,16K,1408,.011352215
8.c,16K,1408,.024787306
80.c,16K,1408,.009965380
81.c,16K,1152,.010278089
82.c,16K,1408,.010113551
83.c,16K,1408,.010248863
84.c,16K,1408,.009493309
85.c,16K,1280,.009873029
86.c,16K,1408,.010356541
87.c,16K,1408,.009910740
88.c,16K,1408,.010525360
89.c,16K,1280,.010863500
9.c,17K,1408,.017115564
90.c,16K,1408,.010207598
91.c,16K,1408,.009691385
92.c,16K,1408,.009467305
93.c,16K,1408,.010234544
94.c,16K,1408,.009815574
95.c,16K,1280,.010275155
96.c,16K,1408,.009638363
97.c,16K,1408,.010282559
98.c,16K,1408,.010189264
99.c,16K,1408,.009858177
