filename,exec_size,max_mem_kb,avg_time_sec
17.c,16K,1960,.001329398
170.c,16K,1712,.001335458
171.c,16K,1648,.001306969
172.c,16K,1760,.001346997
173.c,16K,1576,.001335774
174.c,16K,1764,.001351897
175.c,16K,1628,.001239383
176.c,16K,1644,.001354236
177.c,16K,5180,.002696975
178.c,16K,1704,.001456779
179.c,16K,1628,.001350117
18.c,16K,2004,.001389173
180.c,16K,1712,.001283468
181.c,16K,4368,.002443819
182.c,17K,13876,.037963705
183.c,16K,9256,.044744565
184.c,16K,9116,.005974263
185.c,16K,1632,.001537094
186.c,16K,1848,.001352149
187.c,16K,1792,.001293402
188.c,16K,5152,.002595894
189.c,16K,1780,.001299491
19.c,16K,2064,.001377978
190.c,16K,1720,.001532261
191.c,16K,21176,.012310797
192.c,16K,1712,.001329436
193.c,16K,1700,.001305395
194.c,16K,1712,.001501204
195.c,17K,9484,.027615892
196.c,16K,1708,.001277738
197.c,16K,6024,.004084330
198.c,16K,5476,.019765737
199.c,16K,5464,.022356687
2.c,16K,2028,.001270709
20.c,16K,1892,.001560678
200.c,16K,1984,.002203821
201.c,16K,3676,.007982962
202.c,16K,1724,.001274123
203.c,17K,2460,.011282127
204.c,16K,2004,.001514443
205.c,16K,1720,.001523865
206.c,16K,1876,.001616825
207.c,16K,1720,.001456395
208.c,16K,1960,.002855635
209.c,16K,1756,.001586346
21.c,16K,1980,.001683311
210.c,16K,1720,.001668877
211.c,16K,1648,.001587248
212.c,16K,1572,.001469380
213.c,16K,1700,.001628302
214.c,16K,1708,.001385014
215.c,16K,1644,.001427112
216.c,16K,1624,.001400695
217.c,16K,1712,.001299293
218.c,16K,1720,.001387254
219.c,16K,1652,.001925275
22.c,16K,1912,.001371501
220.c,16K,1648,.001340782
221.c,16K,1712,.001380872
222.c,16K,1708,.001316895
223.c,16K,1716,.001349056
224.c,16K,1712,.001276391
225.c,16K,1624,.001382758
226.c,16K,1716,.001281453
227.c,16K,1648,.001316933
228.c,16K,1856,.001799646
229.c,16K,1572,.001219619
23.c,16K,2068,.001237545
230.c,16K,1636,.001285071
231.c,16K,1628,.001341751
232.c,16K,1712,.001360437
233.c,16K,1644,.001249396
234.c,16K,1644,.001272458
235.c,16K,1648,.001341713
236.c,16K,1756,.001357938
237.c,16K,1624,.001323534
238.c,16K,1636,.001388372
239.c,16K,1712,.001375375
24.c,16K,1980,.001392533
240.c,16K,1712,.001368133
241.c,16K,1724,.009093800
242.c,16K,1652,.001292891
243.c,16K,1756,.001485218
244.c,16K,1756,.001311993
245.c,16K,1632,.001278764
246.c,16K,1636,.001230668
247.c,16K,1708,.001229723
248.c,16K,1572,.001408799
249.c,16K,1636,.001607969
25.c,16K,1968,.001444092
250.c,16K,1628,.001225436
251.c,16K,1764,.004293007
252.c,16K,1584,.001641599
253.c,16K,1720,.001461602
254.c,16K,1700,.001395450
255.c,16K,1636,.002004841
256.c,16K,1716,.001440455
257.c,16K,1704,.001508838
258.c,16K,1716,.001367609
259.c,16K,1632,.001365609
26.c,16K,1964,.001414552
260.c,16K,1720,.001396586
261.c,16K,1640,.001324326
262.c,16K,1716,.001299120
263.c,16K,1712,.001376616
264.c,16K,1728,.001516489
265.c,16K,1624,.001389746
266.c,16K,1724,.010739954
267.c,16K,1580,.001544307
268.c,16K,1700,.001297642
269.c,16K,1648,.001401761
27.c,16K,1892,.001529482
270.c,16K,1708,.001362000
271.c,16K,1716,.001236950
272.c,16K,1628,.001324491
273.c,16K,1644,.001379798
274.c,16K,1708,.001498646
275.c,16K,1732,.001623653
276.c,16K,1624,.001357958
277.c,16K,1624,.001332868
278.c,16K,1712,.005382033
279.c,16K,1724,.012337043
28.c,16K,2008,.001344613
280.c,16K,1720,.001211779
281.c,16K,1632,.001253607
282.c,16K,1644,.001459236
283.c,16K,1648,.001401087
284.c,16K,1716,.001246652
285.c,16K,1720,.001335333
286.c,16K,1648,.001238210
287.c,16K,1720,.001386737
288.c,16K,1716,.004340808
289.c,16K,1700,.001222692
29.c,16K,2068,.001280464
290.c,16K,1716,.001461820
291.c,16K,1716,.001400367
292.c,16K,1636,.005959717
293.c,16K,1708,.001446981
294.c,16K,1640,.001418354
295.c,16K,1652,.001324945
296.c,16K,1756,.001404897
297.c,16K,1720,.001365871
298.c,16K,1636,.001266100
299.c,16K,1648,.001371787
3.c,16K,1848,.001374500
30.c,16K,1960,.001373175
300.c,16K,1728,.001432434
31.c,16K,1908,.001354603
32.c,16K,1888,.001570722
33.c,16K,1936,.001456990
34.c,16K,1832,.001541395
35.c,16K,1976,.001347236
36.c,16K,1832,.001341877
37.c,16K,1968,.001440526
38.c,16K,1964,.001290149
39.c,16K,1980,.001516766
4.c,16K,1980,.001445498
40.c,16K,1968,.001261992
41.c,16K,1960,.001341741
42.c,16K,1980,.001488836
43.c,16K,1896,.001399350
44.c,16K,2064,.001452805
45.c,16K,1976,.001241668
46.c,16K,2000,.001345943
47.c,16K,1896,.001398015
48.c,16K,1960,.001387459
49.c,16K,2064,.001413883
5.c,16K,2040,.001333535
50.c,16K,2064,.001359211
51.c,16K,1980,.001360363
52.c,16K,1984,.001395936
53.c,16K,1960,.001363668
54.c,16K,2120,.001352834
55.c,16K,1964,.001325440
56.c,16K,1908,.001366841
57.c,16K,1960,.001249924
58.c,16K,1892,.001333268
59.c,16K,2024,.001228477
6.c,16K,2016,.001389219
60.c,16K,2024,.001393904
61.c,16K,1908,.001536044
62.c,16K,1892,.001684270
63.c,16K,1984,.001659086
64.c,16K,2068,.001506905
65.c,17K,1832,.001540453
66.c,16K,1964,.001439040
67.c,16K,2024,.001307929
68.c,16K,1972,.001362294
69.c,16K,1832,.001366565
7.c,16K,2048,.001573777
70.c,16K,2008,.001298490
71.c,16K,1716,.001392089
72.c,16K,2024,.001299154
73.c,16K,2088,.001343245
74.c,16K,1972,.001421118
75.c,16K,1960,.001346371
76.c,16K,1964,.001521562
77.c,16K,1936,.001394277
78.c,16K,1980,.001323135
79.c,16K,1980,.001387455
8.c,16K,1984,.001404638
80.c,16K,1960,.001246939
81.c,16K,1764,.001352049
82.c,16K,1964,.001364528
83.c,16K,1976,.001349984
84.c,16K,1980,.001343642
85.c,16K,1792,.001304871
86.c,16K,2064,.001395498
87.c,16K,1960,.001327214
88.c,16K,1832,.001332510
89.c,16K,1716,.001385557
9.c,17K,1852,.001365828
90.c,16K,1980,.001388533
91.c,16K,1972,.001571341
92.c,16K,2064,.001563886
93.c,16K,1912,.001276130
94.c,16K,1892,.001332761
95.c,16K,1780,.001315125
96.c,16K,1968,.001255897
97.c,16K,2064,.001302398
98.c,16K,1888,.001261411
99.c,,,
